question_id,question,difficulty,question_type,intent,comparison_method,model,model_name,generated_aql,gold_aql,generation_time,generation_error,validation_valid,validation_errors,validation_warnings,privacy_allowed,sensitive_fields,executed,execution_error,gold_executed,gold_execution_error,gold_result_count,generated_result_count,functional_correct,error_category
Q054,Find all hotels in Dallas with at least 50 reviews,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.is_open == true
    FILTER b.category_name == ""Hotels""
    FILTER b.review_count >= 50
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","
FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.review_count >= 50

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Hotels""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating,
            review_count: b.review_count
        }
",4.891940355300903,,False,Unknown attribute 'category_name' in collection 'Businesses'.,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,0.0,,False,unknown_attribute
Q055,Find all users who reviewed restaurant Mesa Grill,advanced,multi_hop_graph,,,Mistral,mistral:latest,"FOR u IN Users
    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
            FILTER b.name == ""Mesa Grill""
            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
            }","
FOR b IN Businesses
    FILTER b.name == ""Mesa Grill""

    FOR r IN 1..1 INBOUND b ReviewsBusiness
        FOR u IN 1..1 INBOUND r WritesReview

            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
            }
",4.215567588806152,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,"HTTPConnectionPool(host='localhost', port=8529): Read timed out. (read timeout=60)",True,,2323.0,,False,execution_error
Q056,How many Starbucks are there in Dallas Texas?,simple,document_count,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""Starbucks""
    FILTER b.city == ""Dallas""
    FILTER b.state == ""Texas""
    RETURN DISTINCT b._id

LENGTH(result)","
RETURN LENGTH(
    FOR b IN Businesses
        FILTER b.name == ""Starbucks""
        FILTER b.city == ""Dallas""
        FILTER b.state == ""Texas""
        RETURN b._id
)
",3.445286512374878,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected identifier, expecting end of query string near 'LENGTH(result)' at position 7:1",True,,1.0,,False,execution_error
Q057,How many reviews does Acacia Cafe have?,advanced,graph_count,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""Acacia Cafe""

    LET reviews = (
        FOR r IN 1..1 INBOUND b ReviewsBusiness
            RETURN DISTINCT r._id
    )

    RETURN LENGTH(reviews)","
LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Acacia Cafe""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)
",3.7299787998199454,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q058,Find all restaurants with valet service in Dallas Texas,advanced,category_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.state == ""Texas""
    FILTER b.is_open == true
    FILTER ""Restaurants"" IN (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Valet"" IN (
        FOR v IN 1..1 OUTBOUND b BusinessCheckin
            FILTER v._to._key == ""Checkins""
            RETURN v._from.name
    )
    RETURN DISTINCT b._id","
FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.state == ""Texas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Restaurants"" IN categories
    FILTER ""Valet Services"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating
    }
",6.233689069747925,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,0.0,0.0,True,correct
Q059,List the addresses of all Walmarts in Los Angeles,simple,document_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.name == ""Walmart""
    RETURN DISTINCT b.full_address","
FOR b IN Businesses
    FILTER b.name == ""Walmart""
    FILTER b.city == ""Los Angeles""

    RETURN DISTINCT b.full_address
",2.9199295043945312,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,False,full_address,False,Blocked by PrivacyFilter,True,,0.0,,False,privacy_blocked
Q060,Find all restaurants reviewed by Patrick in Los Angeles,complex,multi_hop_graph_filter,,,Mistral,mistral:latest,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            FILTER b.city == ""Los Angeles""
            FILTER b.full_address.city == ""Los Angeles""
            FILTER b.full_address.state == ""CA""

            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Restaurants""

                RETURN DISTINCT {
                    business_id: b.business_id,
                    name: b.name
                }","
FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            FILTER b.city == ""Los Angeles""

            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Restaurants""

                RETURN DISTINCT {
                    business_id: b.business_id,
                    name: b.name,
                    rating: b.rating
                }
",6.946362257003784,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,False,full_address,False,Blocked by PrivacyFilter,True,,0.0,,False,privacy_blocked
Q061,Find all Italian restaurants in the Meadowood neighborhood of Madison,advanced,multi_relation_graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    FILTER b.city == ""Meadowood""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    RETURN b","
FOR b IN Businesses
    FILTER b.city == ""Madison""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
        FILTER n.neighborhood_name == ""Meadowood""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }
",18.30872106552124,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,0.0,0.0,True,correct
Q062,Find all bars reviewed by Patrick,complex,multi_hop_graph_filter,,,Mistral,mistral:latest,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            FILTER b.category_name == ""Bars""

            RETURN DISTINCT {
                business_id: b.business_id,
                name: b.name,
                city: b.city,
                state: b.state,
                rating: b.rating
            }","
FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Bars""

                RETURN DISTINCT {
                    business_id: b.business_id,
                    name: b.name,
                    city: b.city,
                    state: b.state,
                    rating: b.rating
                }
",4.755797147750855,,False,Unknown attribute 'category_name' in collection 'Businesses'.,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,253.0,,False,unknown_attribute
Q063,Find all bars reviewed by Patrick with at least 3 stars,complex,multi_hop_graph_filter,,,Mistral,mistral:latest,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Bars""
                FILTER b.rating >= 3

            RETURN DISTINCT {
                business_id: b.business_id,
                name: b.name,
                rating: b.rating
            }","
FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            FILTER b.rating >= 3

            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Bars""

                RETURN DISTINCT {
                    business_id: b.business_id,
                    name: b.name,
                    city: b.city,
                    state: b.state,
                    rating: b.rating
                }
",4.821129560470581,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,236.0,236.0,False,semantic_result_mismatch
Q064,Find all bars in Los Angeles with at least 30 reviews,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.review_count >= 30
    FILTER EXISTS_EDGE(b, ['ReviewsBusiness']) && EXISTS_EDGE(b, ['BusinessCategory'])
    FOR c IN BusinessCategory OUTBOUND b
        FILTER c.category_name == ""Bars""
    RETURN DISTINCT {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","
FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.review_count >= 30

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bars""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating,
            review_count: b.review_count
        }
",5.477942228317261,,False,Unknown attribute 'category_name' in collection 'BusinessCategory'.,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,0.0,,False,unknown_attribute
Q065,Find all bars in Los Angeles with at least 30 reviews and average rating above 3 stars,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.review_count >= 30
    LET avg_rating = (
        FOR r IN 1..1 OUTBOUND b ReviewsBusiness
            SUM r.rating
        RETURN AVG(DATA)
    )
    FILTER avg_rating > 3

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bars""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: avg_rating
        }","
FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.review_count >= 30
    FILTER b.rating > 3

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bars""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating,
            review_count: b.review_count
        }
",5.588570594787598,,True,,,True,,False,"[HTTP 400][ERR 1501] unexpected qualifier 'SUM', expecting 'PRUNE' or 'OPTIONS' near 'RETURN AVG(DATA)
    )
    FILTE...' at position 7:9",True,,0.0,,False,execution_error
Q066,How many Egyptian restaurants are there in Edinburgh?,medium,graph_count,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Edinburgh""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Egyptian""
            RETURN DISTINCT c.business_id
    )

    RETURN LENGTH(categories)","
LET restaurants = (
    FOR b IN Businesses
        FILTER b.city == ""Edinburgh""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Egyptian"" IN categories
        FILTER ""Restaurants"" IN categories

        RETURN DISTINCT b._id
)

RETURN LENGTH(restaurants)
",3.464160919189453,,True,,,True,,True,,True,,1.0,3358.0,False,semantic_result_mismatch
Q067,Find the average number of checkins in restaurant Barrio Café per day,advanced,graph_group_aggregation,,,Mistral,mistral:latest,"LET values = (
    FOR b IN Businesses
        FILTER b.name == ""Barrio Café""
        FILTER ""Restaurants"" IN (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            COLLECT day = ch.day
            AGGREGATE total_checkins = SUM(ch.count)
            AGGREGATE count = COUNT(ch)

            SORT day

            RETURN {day: day, checkins: total_checkins}
)

LET total = 0
LET count = 0
FOR v IN values
    total = total + v.checkins
    count = count + 1

RETURN total / count","
FOR b IN Businesses
    FILTER b.name IN [""Barrio Café"", ""Barrio Cafe""]

    FOR ch IN 1..1 OUTBOUND b BusinessCheckin

        COLLECT day = ch.day
        AGGREGATE total_checkins = SUM(ch.count)

        COLLECT AGGREGATE average_checkins = AVERAGE(total_checkins)

        RETURN average_checkins
",6.80718994140625,,False,Unknown collection(s): values,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,1.0,,False,unknown_collection
Q068,Which Indian restaurant in Dallas has the highest rating?,advanced,graph_filter_sort_limit,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Indian"" IN categories
    FILTER ""Restaurants"" IN categories
    SORT b.rating DESC
    LIMIT 1
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating
    }","
FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Indian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.rating DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }
",5.067432880401611,,True,,,True,,True,,True,,0.0,0.0,True,correct
Q069,Which restaurants in Dallas were reviewed by user Patrick?,complex,multi_hop_graph_filter,,,Mistral,mistral:latest,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            FILTER b.city == ""Dallas""

            RETURN DISTINCT {
                business_id: b.business_id,
                name: b.name
            }","
FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            FILTER b.city == ""Dallas""

            LET categories = (
                FOR c IN 1..1 OUTBOUND b BusinessCategory
                    RETURN c.category_name
            )

            FILTER ""Restaurants"" IN categories

            RETURN DISTINCT {
                business_id: b.business_id,
                name: b.name,
                rating: b.rating
            }
",4.173697710037232,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,0.0,0.0,True,correct
Q070,How many businesses are there in the Stone Meadows neighborhood in Madison?,medium,graph_count,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Madison""
    FILTER EXISTS INBOUND b BusinessNeighborhood
    FILTER n.neighborhood_name == ""Stone Meadows""
    RETURN COUNT(b)","
LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""

        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            FILTER n.neighborhood_name == ""Stone Meadows""

            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)
",3.0210554599761963,,True,,,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected inbound modifier near 'INBOUND b BusinessNeighborhood
 ...' at position 3:19",True,,1.0,,False,execution_error
Q071,Find all users who have written tips for Barrio Café in 2015,complex,multi_hop_graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""Barrio Café""
    FILTER b.year == 2015

    FOR t IN 1..1 INBOUND b TipsBusiness
        FOR u IN 1..1 INBOUND t WritesTip

            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
            }","
FOR b IN Businesses
    FILTER b.name IN [""Barrio Café"", ""Barrio Cafe""]

    FOR t IN 1..1 INBOUND b TipsBusiness
        FILTER t.year == 2015

        FOR u IN 1..1 INBOUND t WritesTip

            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
            }
",4.327010631561279,,False,Unknown attribute 'year' in collection 'Businesses'.,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,17.0,,False,unknown_attribute
Q072,Find all businesses in Texas with a rating below 2,simple,document_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.state == ""Texas""
FILTER b.rating < 2
RETURN b

Note: This query only returns the Business document itself and does not include other fields like city, state, etc. If you need to include those fields, you can adjust the `RETURN` statement accordingly. However, the question does not explicitly ask for those fields, so I've kept the `RETURN` statement as it is for now.","
FOR b IN Businesses
    FILTER b.state == ""Texas""
    FILTER b.rating < 2

    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        rating: b.rating
    }
",3.965693950653076,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected identifier, expecting end of query string near 'Note: This query only returns th...' at position 6:1",True,,0.0,,False,execution_error
Q073,Find all restaurants that serve seafood in Los Angeles,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Restaurants"" IN categories
    FILTER ""Seafood"" IN (
        FOR cat IN categories
        FILTER cat == ""Seafood""
    )

    FILTER b.city == ""Los Angeles""
    RETURN DISTINCT b","
FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Seafood"" IN categories
    FILTER ""Restaurants"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating
    }
",6.747445583343506,,False,Unknown collection(s): categories,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,0.0,,False,unknown_collection
Q074,Which Indian restaurant in Dallas has the most number of reviews?,advanced,graph_filter_sort_limit,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Indian"" IN categories

    SORT b.review_count DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        review_count: b.review_count
    }","
FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Indian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.review_count DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }
",5.243819236755371,,True,,,True,,True,,True,,0.0,0.0,True,correct
Q075,Which Italian restaurant in Dallas has the highest rating?,advanced,graph_filter_sort_limit,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories
    SORT b.rating DESC
    LIMIT 1
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }","
FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories

    SORT b.rating DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }
",5.667965650558472,,True,,,True,,True,,True,,0.0,0.0,True,correct
Q076,How many bars in Dallas have a rating above 3.5?,medium,graph_count,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.rating > 3.5
    FILTER EXISTS(
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Bars""
    )
    RETURN COUNT()","
LET bars = (
    FOR b IN Businesses
        FILTER b.city == ""Dallas""
        FILTER b.rating > 3.5

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Bars""

            RETURN DISTINCT b._id
)

RETURN LENGTH(bars)
",4.3654890060424805,,True,,,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected ) near ')
    RETURN COUNT()' at position 7:5",True,,1.0,,False,execution_error
Q077,What is the number of businesses user Michelle reviews per month?,complex,graph_group_count,,,Mistral,mistral:latest,"LET reviewsPerMonth = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            SORT r.year, r.month
            RETURN {month: r.month, count: LENGTH(r._id)}
)

LET groupedReviews = (
    FOR rev IN reviewsPerMonth
        LET month = rev.month
        LET count = rev.count

        UPsert {month: month, count: count} IN Neighborhoods
        RETURN NULL
)

RETURN FOR d IN Neighborhoods
    FILTER d.month == (CURRENT_MONTH || '01')
    SORT d.month
    RETURN {month: d.month, count: d.count}","
FOR u IN Users
    FILTER u.name == ""Michelle""

    FOR r IN 1..1 OUTBOUND u WritesReview

        COLLECT month = r.month
        AGGREGATE business_count = COUNT_DISTINCT(r.business_id)

        SORT month ASC

        RETURN {
            month: month,
            business_count: business_count
        }
",7.504090785980225,,False,Forbidden operation(s): UPSERT | Unknown collection(s): reviewsPerMonth | Unknown attribute 'month' in collection 'Neighborhoods'. | Unknown attribute 'month' in collection 'Neighborhoods'. | Unknown attribute 'month' in collection 'Neighborhoods'. | Unknown attribute 'count' in collection 'Neighborhoods'.,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,Rejected by validator,True,,12.0,,False,unknown_collection
Q078,Find all pet hospices in Pittsburgh,medium,graph_filter,,,Mistral,mistral:latest,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Pittsburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Hospices""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)","
FOR b IN Businesses

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER LOWER(c.category_name) IN [
            ""pet hospice"",
            ""pet hospices""
        ]

        FILTER b.city == ""Pittsburgh""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }
",4.081515789031982,,True,,,True,,True,,True,,0.0,1.0,False,semantic_result_mismatch
Q079,How many reviews has Adrienne written?,medium,graph_count,,,Mistral,mistral:latest,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Adrienne""

        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)","
LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Adrienne""

        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)
",3.4817051887512207,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q080,How many reviews has Michelle written in March 2014?,medium,graph_count,,,Mistral,mistral:latest,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2014 AND r.month == 3
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)","
LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2014
            FILTER r.month == 3
                OR LOWER(TO_STRING(r.month)) == ""march""

            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)
",4.103195905685425,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch
Q081,How many businesses has Michelle reviewed in 2010?,advanced,graph_count_distinct_businesses,,,Mistral,mistral:latest,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010
            RETURN DISTINCT r._id
)

RETURN LENGTH(filter reviews BY INBOUND _from/Businesses/business_id)","
LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010
            RETURN DISTINCT r.business_id
)

RETURN LENGTH(businesses)
",4.598647594451904,,True,,,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected identifier near 'BY INBOUND _from/Businesses/busi...' at position 10:30",True,,1.0,,False,execution_error
Q082,How many businesses in San Diego has Christine reviewed in 2010?,complex,multi_hop_graph_count,,,Mistral,mistral:latest,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Christine""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010
            FILTER r.business_id._key.city == ""San Diego""
            RETURN DISTINCT r.business_id._key
)

RETURN LENGTH(reviews)","
LET businesses = (
    FOR u IN Users
        FILTER u.name == ""Christine""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010

            FOR b IN 1..1 OUTBOUND r ReviewsBusiness
                FILTER b.city == ""San Diego""
                RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)
",4.923889875411987,,True,,,True,,True,,True,,1.0,1.0,True,correct
Q083,Find all reviews by Patrick with a rating above 4,medium,graph_filter,,,Mistral,mistral:latest,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..INFINITY OUTBOUND u WritesReview
        FILTER r.rating > 4

        RETURN {
            review_id: r.rid,
            business_id: r.business_id,
            rating: r.rating
        }","
FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.rating > 4

        RETURN DISTINCT {
            review_id: r.rid,
            user_id: r.user_id,
            business_id: r.business_id,
            rating: r.rating,
            text: r.text,
            year: r.year
        }
",4.329005718231201,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,[HTTP 404][ERR 1203] collection or view not found: INFINITY,True,,825.0,,False,execution_error
Q084,Find all bistros in Pittsburgh,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.city == ""Pittsburgh""
LET categories = (
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        RETURN c.category_name
)
FILTER ""Bistros"" IN categories
RETURN DISTINCT {
    business_id: b.business_id,
    name: b.name,
    city: b.city,
    rating: b.rating
}","
FOR b IN Businesses
    FILTER b.city == ""Pittsburgh""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bistros""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }
",4.842204332351685,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,0.0,0.0,True,correct
Q085,Find all bakeries in Los Angeles,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Bakeries"" IN categories

    RETURN DISTINCT b.business_id, b.name, b.rating","
FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bakeries""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }
",4.248096466064453,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected "","", expecting end of query string near ', b.name, b.rating' at position 11:34",True,,0.0,,False,execution_error
