question_id,question,model,model_name,generated_aql,generation_time,generation_error
Q073,Find all restaurants that serve seafood in Los Angeles,Mistral,mistral:latest,"FOR b IN Businesses
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Restaurants"" IN categories
    FILTER ""Seafood"" IN (
        FOR cat IN categories
        FILTER cat == ""Seafood""
    )

    FILTER b.city == ""Los Angeles""
    RETURN DISTINCT b",6.747445583343506,
Q074,Which Indian restaurant in Dallas has the most number of reviews?,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Indian"" IN categories

    SORT b.review_count DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        review_count: b.review_count
    }",5.243819236755371,
Q075,Which Italian restaurant in Dallas has the highest rating?,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    FILTER ""Restaurants"" IN categories
    SORT b.rating DESC
    LIMIT 1
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }",5.667965650558472,
Q076,How many bars in Dallas have a rating above 3.5?,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.rating > 3.5
    FILTER EXISTS(
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Bars""
    )
    RETURN COUNT()",4.3654890060424805,
Q077,What is the number of businesses user Michelle reviews per month?,Mistral,mistral:latest,"LET reviewsPerMonth = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            SORT r.year, r.month
            RETURN {month: r.month, count: LENGTH(r._id)}
)

LET groupedReviews = (
    FOR rev IN reviewsPerMonth
        LET month = rev.month
        LET count = rev.count

        UPsert {month: month, count: count} IN Neighborhoods
        RETURN NULL
)

RETURN FOR d IN Neighborhoods
    FILTER d.month == (CURRENT_MONTH || '01')
    SORT d.month
    RETURN {month: d.month, count: d.count}",7.504090785980225,
Q078,Find all pet hospices in Pittsburgh,Mistral,mistral:latest,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Pittsburgh""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Pet Hospices""
            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)",4.081515789031982,
Q079,How many reviews has Adrienne written?,Mistral,mistral:latest,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Adrienne""

        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)",3.4817051887512207,
Q080,How many reviews has Michelle written in March 2014?,Mistral,mistral:latest,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2014 AND r.month == 3
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)",4.103195905685425,
Q081,How many businesses has Michelle reviewed in 2010?,Mistral,mistral:latest,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010
            RETURN DISTINCT r._id
)

RETURN LENGTH(filter reviews BY INBOUND _from/Businesses/business_id)",4.598647594451904,
Q082,How many businesses in San Diego has Christine reviewed in 2010?,Mistral,mistral:latest,"LET reviews = (
    FOR u IN Users
        FILTER u.name == ""Christine""

        FOR r IN 1..1 OUTBOUND u WritesReview
            FILTER r.year == 2010
            FILTER r.business_id._key.city == ""San Diego""
            RETURN DISTINCT r.business_id._key
)

RETURN LENGTH(reviews)",4.923889875411987,
Q083,Find all reviews by Patrick with a rating above 4,Mistral,mistral:latest,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..INFINITY OUTBOUND u WritesReview
        FILTER r.rating > 4

        RETURN {
            review_id: r.rid,
            business_id: r.business_id,
            rating: r.rating
        }",4.329005718231201,
Q084,Find all bistros in Pittsburgh,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.city == ""Pittsburgh""
LET categories = (
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        RETURN c.category_name
)
FILTER ""Bistros"" IN categories
RETURN DISTINCT {
    business_id: b.business_id,
    name: b.name,
    city: b.city,
    rating: b.rating
}",4.842204332351685,
Q085,Find all bakeries in Los Angeles,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Bakeries"" IN categories

    RETURN DISTINCT b.business_id, b.name, b.rating",4.248096466064453,
Q086,Find all Apple stores in Los Angeles,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.name == ""Apple Store""
    RETURN DISTINCT b.full_address",2.66537880897522,
Q087,How many Target are there in Los Angeles?,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""Target""
    FILTER b.city == ""Los Angeles""

    RETURN LENGTH(b._id)",2.770387887954712,
Q088,How many users have reviewed Irish pubs in Dallas?,Mistral,mistral:latest,"FOR u IN Users
    FOR r IN 1..INFINITY OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness

            FILTER b.city == ""Dallas""

            LET categories = (
                FOR c IN 1..1 OUTBOUND b BusinessCategory
                    RETURN c.category_name
            )

            FILTER ""Irish Pub"" IN categories AND ""Pubs"" IN categories

            RETURN DISTINCT u._id

    LIMIT 1

COUNT IN length

To count the number of distinct users, the LIMIT 1 in the outer loop of the traversal is set to 1 instead of INFINITY. This ensures that only one user is returned for each review, and the count is accurate. The count is performed using the COUNT IN length function, which counts the number of elements in an array-like collection.",8.648486852645874,
Q089,Find users whose average review rating is below 3,Mistral,mistral:latest,"FOR u IN Users
LET ratings = (
    FOR r IN 1..1 OUTBOUND u WritesReview
        RETURN r.rating
)
LET average_rating = AVERAGE(ratings)
FILTER average_rating < 3
RETURN {
    user_id: u.uid,
    name: u.name
}",3.795717000961304,
Q090,Find all Dallas restaurants with a rating above 4.5,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.rating > 4.5
    RETURN b",4.215149879455566,
Q091,Find all breweries in Los Angeles,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.city == ""Los Angeles""

FOR c IN 1..1 OUTBOUND b BusinessCategory
FILTER c.category_name == ""Breweries""

RETURN DISTINCT {
    business_id: b.business_id,
    name: b.name
}",3.3805720806121826,
Q092,What neighborhood is restaurant Flat Top Grill in?,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""Flat Top Grill""

    LET neighborhood = (
        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            RETURN n.neighborhood_name
    )

    RETURN neighborhood[0]",3.675112724304199,
Q093,List all user ids with name Michelle,Mistral,mistral:latest,"RETURN LENGTH(
    FOR u IN Users
        FILTER u.name == ""Michelle""
        RETURN u._id
)",2.765850782394409,
Q094,Find all tips about Vintner Grill that received more than 9 likes,Mistral,mistral:latest,"LET tips = (
    FOR t IN Tips
        FOR b IN 1..1 OUTBOUND t TipsBusiness
            FILTER b.business_id == ""Vintner Grill""
            FILTER t.likes > 9
            RETURN DISTINCT t
)

RETURN tips",3.595417261123657,
Q095,Find all reviews about Kabob Palace in year 2014,Mistral,mistral:latest,"FOR r IN Reviews
    FILTER r.business_id IN (
        FOR b IN Businesses
            FILTER b.name == ""Kabob Palace""
            FOR c IN 1..1 OUTBOUND b ReviewsBusiness
                FILTER c._key == r._id
                RETURN b.business_id
    )
    FILTER r.year == 2014
    RETURN r",6.394410133361816,
Q096,What is the average rating of reviews written in year 2014?,Mistral,mistral:latest,"LET reviews_2014 = (
    FOR r IN Reviews
        FILTER r.year == 2014

        RETURN r.rating
)

RETURN AVERAGE(reviews_2014)",3.034941911697388,
Q097,How many people reviewed restaurant Vintner Grill in 2010?,Mistral,mistral:latest,"LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Vintner Grill""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Restaurants"" IN categories

    FOR r IN 1..1 INBOUND b ReviewsBusiness
        FILTER r.year == 2010
        RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)",5.512680292129517,
Q098,Find all users who have written tips about businesses in Dallas,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.city == ""Dallas""

FOR t IN 1..1 INBOUND b TipsBusiness
    FOR u IN 1..1 INBOUND t WritesTip

    RETURN DISTINCT {
        user_id: u.user_id,
        name: u.name
    }",4.050607681274414,
Q099,Find all states in which there is a Whataburger,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""Whataburger""
    RETURN DISTINCT b.state",2.2092108726501465,
Q100,Find all cities in which there is a restaurant callled MGM Grand Buffet,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""MGM Grand Buffet""
    FILTER b.is_open == true
    FILTER b.rating > 0
    RETURN DISTINCT b.city",2.716075897216797,
Q101,Find all cities in Texas in which there is a restaurant callled MGM Grand Buffet,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""MGM Grand Buffet"" AND b.state == ""Texas""
    RETURN DISTINCT b.city",2.4098002910614014,
Q102,Find the number of reviews on businesses located in South Summerlin neighborhood,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Las Vegas"" AND b.full_address CONTAINS ""South Summerlin""

    LET reviews = (
        FOR r IN 1..INFINITY OUTBOUND b ReviewsBusiness
    )

    RETURN LENGTH(reviews)",3.889323711395264,
Q103,How many escape games are there in Madison?,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Madison""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Escape Games"" IN categories

    RETURN DISTINCT b._id",3.8874218463897705,
Q104,Find the users who have given tips on pet groomers,Mistral,mistral:latest,"FOR u IN Users
    FOR t IN OUTBOUND u WritesTip
        FOR b IN 1..1 OUTBOUND t TipsBusiness
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Pet Groomers""
                RETURN DISTINCT {
                    user_id: u.user_id,
                    name: u.name
                }",4.806578397750855,
Q105,List all reviews for bistros with rating less than 1.5,Mistral,mistral:latest,"FOR r IN 1..INFINITY ReviewsBusiness
    LET business = (
        FOR b IN Businesses
            FILTER r._from == b._id
            FILTER b.name CONTAINS ""Bistro""
            FILTER b.rating < 1.5
            RETURN b
    )
    FILTER UNSET(business) == NULL
    RETURN r",4.674819946289063,
Q106,Find the number of users called Michelle,Mistral,mistral:latest,"FOR u IN Users
    FILTER u.name == ""Michelle""
    RETURN LENGTH(u)",2.15794324874878,
Q107,Find the cities of businesses rated below 1.5,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.rating < 1.5
    RETURN { city: b.city }",2.1566476821899414,
Q108,In which neighborhoods Michelle has reviewed a buissness?,Mistral,mistral:latest,"FOR u IN Users
    FILTER u.name == ""Michelle""

    LET reviews = (
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN DISTINCT r
    )

    LET businesses = (
        FOR r IN reviews
            FOR b IN 1..1 OUTBOUND r ReviewsBusiness
            RETURN DISTINCT b
    )

    LET neighborhoods = (
        FOR b IN businesses
            FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            RETURN DISTINCT n.neighborhood_name
    )

RETURN neighborhoods",6.366500854492188,
Q109,Find the business with the most number of reviews in April,Mistral,mistral:latest,"FOR b IN Businesses
LET reviews_in_april = (
    FOR r IN 1..1 OUTBOUND b ReviewsBusiness
        FILTER r.month == 4
        RETURN r
)
LET num_reviews = LENGTH(reviews_in_april)
FOR business_with_max_reviews IN (
    FOR b_candidate IN Businesses
        LET reviews_candidate = (
            FOR r IN 1..1 OUTBOUND b_candidate ReviewsBusiness
                FILTER r.month == 4
                RETURN r
        )
        LET num_reviews_candidate = LENGTH(reviews_candidate)
        FILTER num_reviews_candidate > num_reviews
        RETURN {
            business_id: b_candidate.business_id,
            num_reviews: num_reviews_candidate
        }
)
RETURN business_with_max_reviews.business_id",12.367879152297974,
Q110,"Find all tips for ""Cafe Zinho"" in Texas.",Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""Cafe Zinho""
    FILTER b.state == ""Texas""

    FOR t IN 1..1 INBOUND b TipsBusiness

        RETURN DISTINCT {
            tip_id: t.tip_id,
            user_id: t.user_id,
            likes: t.likes,
            text: t.text
        }",4.754745006561279,
Q111,"Find all cities which has a ""Taj Mahal"".",Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""Taj Mahal""
    RETURN DISTINCT b.city",1.9554150104522705,
Q112,List all businesses that are restaurants in Pennsylvania.,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.state == ""Pennsylvania""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Restaurants"" IN categories
    RETURN b

To clarify, the query retrieves all businesses (b) located in Pennsylvania, then gets the categories associated with those businesses (b) using the BusinessCategory edge collection. Afterward, it filters out the restaurants from the categories. Finally, it returns the entire business document (b).",5.294690608978272,
Q113,Return me the number of businesses that are restaurants.,Mistral,mistral:latest,"FOR b IN Businesses
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Restaurants""
        RETURN DISTINCT b._id

RETURN LENGTH(RESULTS)",6.769579172134399,
Q114,List all users who reviewed businesses that are restaurants.,Mistral,mistral:latest,"FOR u IN Users
    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Restaurants""
                RETURN DISTINCT {
                    user_id: u.user_id,
                    name: u.name
                }",4.04237699508667,
Q115,"Return me the number of cities that has ""Panda Express"".",Mistral,mistral:latest,"LET cities = (
    FOR b IN Businesses
        FILTER b.name == ""Panda Express""
        RETURN DISTINCT b.city
)

RETURN LENGTH(cities)",2.4232566356658936,
Q116,"List all tips for ""Cafe Zinho"" in Pennsylvania in 2010.",Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""Cafe Zinho""
    FILTER b.state == ""Pennsylvania""
    FILTER b.year == 2010

    FOR t IN 1..1 INBOUND b TipsBusiness

        RETURN DISTINCT {
            tip_id: t.tip_id,
            user_id: t.user_id,
            likes: t.likes,
            text: t.text,
            year: t.year
        }",4.511386156082153,
Q117,Return me the number of tips that are written by Michelle.,Mistral,mistral:latest,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)",2.785764455795288,
Q118,Return me the number of tips that are written by Michelle in 2010.,Mistral,mistral:latest,"LET tips = (
    FOR u IN Users
        FILTER u.name == ""Michelle""

        FOR t IN 1..1 OUTBOUND u WritesTip
            FILTER t.year == 2010
            RETURN DISTINCT t._id
)

RETURN LENGTH(tips)",2.887705087661743,
Q119,List all users who reviewed businesses that are restaurants in 2010.,Mistral,mistral:latest,"FOR u IN Users
    FILTER u.name IN (
        FOR c IN Categories
            FILTER c.category_name == ""Restaurants""

            FOR b IN 1..1 OUTBOUND c BusinessCategory
                FOR r IN 1..1 OUTBOUND b ReviewsBusiness
                    FILTER r.year == 2010
                    RETURN u._id
    )

    RETURN {
        user_id: u._id,
        name: u.name
    }",4.661513805389404,
Q120,Find the total checkins in Brighton Heights neighborhood,Mistral,mistral:latest,"LET businesses = (
    FOR b IN Businesses
        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            FILTER n.neighborhood_name == ""Brighton Heights""
            RETURN DISTINCT b._id
)

LET checkins = (
    FOR b IN businesses
        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            RETURN ch.count
)

RETURN SUM(checkins)",4.207911491394043,
Q121,Find the total checkins in Sundays,Mistral,mistral:latest,"LET values = (
    FOR ch IN 1..1 OUTBOUND Businesses BusinessCheckin
        FILTER ch.day == ""Sunday""
        RETURN ch.count
)

RETURN SUM(values)",2.828282356262207,
Q122,Find all the tips from a user who has written a review in 2012,Mistral,mistral:latest,"FOR u IN Users
    FILTER u.name IN (
        FOR r IN Reviews
            FILTER r.year == 2012
            RETURN u._id
    )

    FOR t IN 1..1 OUTBOUND u WritesTip
    RETURN DISTINCT t",3.9114367961883545,
Q123,Find the total number of reviews written in March,Mistral,mistral:latest,"LET reviews_march = (
    FOR r IN Reviews
        FILTER r.month == ""March""
        OR r.month == 3
    RETURN DISTINCT r._id
);

RETURN LENGTH(reviews_march)",2.857649087905884,
Q124,Find the number of tips written in each month,Mistral,mistral:latest,"LET tipsByMonth = (
    FOR t IN Tips
        LET month = t.month, year = t.year
        RETURN {month: month, count: LENGTH(
            FOR u IN Users
                FILTER u.name == (
                    FOR tIn 1..1 OUTBOUND t WritesTip
                        FILTER t._id == t._id
                        RETURN u.name
                )
            )
        }
)

RETURN MAP(
    function(doc) { return {month: doc.month, count: doc.count} },
    UNNEST(
        FOR tip IN tipsByMonth
            GROUP BY tip.month
            SORT BY tip.month
            RETURN tip
    )
)",6.233841180801392,
Q125,How many neighborhoods have a business with rating 5 in Madison?,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Madison"" AND b.rating == 5

    LET neighborhoods = (
        FOR n IN 1..INBOUND b BusinessNeighborhood
            RETURN DISTINCT n.neighborhood_name
    )

    RETURN LENGTH(neighborhoods)",3.691318988800049,
Q126,Find the business which has the most number of categories,Mistral,mistral:latest,"LET business_categories_count = (
    FOR b IN Businesses
        RETURN LENGTH(EXPAND b OUTBOUND BusinessCategory)
)

LET business_with_max_categories = (
    FOR b, cnt IN business_categories_count
        SORT cnt DESC
        LIMIT 1
        RETURN b
)

RETURN business_with_max_categories[0]._id",3.813433885574341,
Q127,List all the reviews which rated a business less than 1,Mistral,mistral:latest,"FOR r IN Reviews
FILTER r.rating < 1
RETURN {
    business_id: r.business_id,
    user_id: r.user_id,
    rating: r.rating,
    text: r.text,
    year: r.year,
    month: r.month
}",3.622605800628662,
Q128,Find all reviews for businesses rated 2.5,Mistral,mistral:latest,"FOR r IN Reviews
FILTER EXISTS (FOR b IN 1..INBOUND r ReviewsBusiness
                  FILTER b.business.rating == 2.5)
RETURN {
    review_id: r.rid,
    user_id: r.user_id,
    business_id: r.business_id,
    rating: r.rating,
    text: r.text
}",4.116883993148804,
Q001,Give me all the moroccan restaurants in Texas,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.state == ""Texas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Moroccan""
            RETURN c.category_name
    )
    FILTER ""Moroccan"" IN categories
    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state
    }",6.867936372756958,
Q002,List all the Italian restaurants in Los Angeles,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Italian"" IN categories
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }",3.9466893672943115,
Q003,find the number of preschools in Madison,DeepSeek-Coder,deepseek-coder:6.7b,"LET businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Madison""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Preschools""

            RETURN DISTINCT b._id
)

RETURN LENGTH(businesses)",3.3185408115386963,
Q004,List all the restaurants rated more than 3.5,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.rating > 3.5
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Restaurants"" IN categories
    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }",3.987651824951172,
Q005,List all the businesses with more than 4.5 stars,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.rating > 4.5
    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }",3.1409554481506348,
Q006,find the number of restaurants rated more than 3.5,DeepSeek-Coder,deepseek-coder:6.7b,"LET restaurants = (
    FOR b IN Businesses
        FILTER b.rating > 3.5
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""
            RETURN DISTINCT b._id
)
RETURN LENGTH(restaurants)",3.344066858291626,
Q007,Which Thai restaurant has the most number of reviews,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Dallas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Thai"" IN categories

    SORT b.review_count DESC
    LIMIT 1

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating,
        review_count: b.review_count
    }",4.495704650878906,
Q008,find all cities which has a “Taj Mahal” restaurant,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.name == ""Taj Mahal""
    RETURN DISTINCT b.city",2.414707899093628,
Q009,find the total checkins in Moroccan restaurants in Los Angeles,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Moroccan"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR ch IN 1..1 OUTBOUND b BusinessCheckin
        COLLECT day = ch.day
        AGGREGATE total_checkins = SUM(ch.count)

        SORT day

        RETURN {
            day: day,
            total_checkins: total_checkins
        }",4.932849884033203,
Q010,find the total checkins in Moroccan restaurants in Los Angeles on Fridays,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Moroccan"" IN categories
    FILTER ""Restaurants"" IN categories

    FOR ch IN 1..1 OUTBOUND b BusinessCheckin
        FILTER ch.day == ""Friday""
        COLLECT total_checkins = SUM(ch.count)

        RETURN total_checkins",4.60110878944397,
Q011,find the total checkins in Moroccan restaurants in Los Angeles per day,DeepSeek-Coder,deepseek-coder:6.7b,"LET values = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Moroccan"" IN categories
        FILTER ""Restaurants"" IN categories

        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            COLLECT day = ch.day
            AGGREGATE total_checkins = SUM(ch.count)

            SORT day

            RETURN {
                day: day,
                total_checkins: total_checkins
            }
)

RETURN SUM(values)",5.371759653091431,
Q012,find the total checkins in Italian delis in each state on Sundays,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FILTER b.city IN (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Italian""
            RETURN c.category_name
    )
    FILTER b.name IN (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Delis""
            RETURN c.category_name
    )
    FOR ch IN 1..1 OUTBOUND b BusinessCheckin
        FILTER ch.day == ""Sunday""
        COLLECT state = b.state
        AGGREGATE total_checkins = SUM(ch.count)
        RETURN {
            state: state,
            total_checkins: total_checkins
        }",5.790935039520264,
Q013,list all the reviews by Niloofar,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Niloofar""
    FOR r IN 1..1 OUTBOUND u WritesReview
        RETURN {
            review_id: r.review_id,
            business_id: r.business_id,
            rating: r.rating,
            text: r.text,
            year: r.year,
            month: r.month
        }",3.7342095375061035,
Q014,list all the businesses which have a review by Niloofar,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
FILTER u.name == ""Niloofar""

FOR r IN 1..1 OUTBOUND u WritesReview

FOR b IN 1..1 INBOUND r ReviewsBusiness

RETURN DISTINCT {
    business_id: b.business_id,
    name: b.name,
    city: b.city,
    state: b.state
}",3.6551620960235596,
Q015,How many reviews has Niloofar written in 2015,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Niloofar""
    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.year == 2015
        RETURN COUNT(r)",3.1141722202301025,
Q016,list all the businesses which Niloofar rated 5,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Niloofar""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FILTER r.rating == 5

        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
            RETURN DISTINCT {
                business_id: b.business_id,
                name: b.name,
                city: b.city,
                state: b.state,
                rating: b.rating
            }",4.0168962478637695,
Q017,what is the average rating given in Michelle reviews,DeepSeek-Coder,deepseek-coder:6.7b,"LET ratings = (
    FOR u IN Users
        FILTER u.name == ""Michelle""
        FOR r IN 1..1 OUTBOUND u WritesReview
            RETURN r.rating
)

RETURN AVERAGE(ratings)",2.9632210731506348,
Q018,which business has the most number of checkins,DeepSeek-Coder,deepseek-coder:6.7b,"FOR b IN Businesses
    FOR ch IN 1..1 OUTBOUND b BusinessCheckin
        COLLECT business = b.business_id
        WITH COUNT INTO checkin_count
    SORT checkin_count DESC
    LIMIT 1
    RETURN {
        business_id: business,
        checkin_count: checkin_count
    }",3.4118664264678955,
Q019,List all the reviews by Michelle for Italian restaurants,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    FILTER u.name == ""Michelle""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                FILTER c.category_name == ""Italian""

                RETURN {
                    review: r.text,
                    rating: r.rating
                }",4.1441755294799805,
Q020,What is the number of checkins for “Cafe Zinho” on fridays,DeepSeek-Coder,deepseek-coder:6.7b,"LET values = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""

        FOR ch IN 1..1 OUTBOUND b BusinessCheckin
            FILTER ch.day == ""Friday""
            RETURN ch.count
)

RETURN SUM(values)",3.471848726272583,
Q021,find the number of reviews written for “Cafe Zinho” restaurants in Texas,DeepSeek-Coder,deepseek-coder:6.7b,"LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Cafe Zinho""
        FILTER b.state == ""Texas""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)",3.462047815322876,
Q022,find the user with the most number of reviews,DeepSeek-Coder,deepseek-coder:6.7b,"FOR u IN Users
    LET count = COUNT(FOR r IN 1..1 OUTBOUND u WritesReview RETURN r)
    SORT count DESC
    LIMIT 1
    RETURN {
        user_id: u.user_id,
        name: u.name,
        review_count: count
    }",3.3473005294799805,
