question_id,question,difficulty,question_type,intent,comparison_method,model,model_name,generated_aql,gold_aql,generation_time,generation_error,validation_valid,validation_errors,validation_warnings,privacy_allowed,sensitive_fields,executed,execution_error,gold_executed,gold_execution_error,gold_result_count,generated_result_count,functional_correct,error_category,approach,agent_corrected,agent_correction_attempts,original_aql,final_aql
Q039,List all businesses with rating 3.5,simple,document_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.rating == 3.5

RETURN {
    business_id: b.business_id,
    name: b.name,
    city: b.city,
    state: b.state,
    rating: b.rating
}","
FOR b IN Businesses
    FILTER b.rating == 3.5

    RETURN {
        business_id: b.business_id,
        name: b.name,
        city: b.city,
        state: b.state,
        rating: b.rating
    }
",3.4447057247161865,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,16624.0,16624.0,True,correct,RAG + Agent,False,0,"FOR b IN Businesses
FILTER b.rating == 3.5

RETURN {
    business_id: b.business_id,
    name: b.name,
    city: b.city,
    state: b.state,
    rating: b.rating
}","FOR b IN Businesses
FILTER b.rating == 3.5

RETURN {
    business_id: b.business_id,
    name: b.name,
    city: b.city,
    state: b.state,
    rating: b.rating
}"
Q040,find all the restaurants in Texas,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.state == ""Texas""
FILTER b.is_open == true
RETURN DISTINCT b.name, b.full_address, b.latitude, b.longitude, b.review_count, b.rating","
FOR b IN Businesses
    FILTER b.state == ""Texas""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Restaurants""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            city: b.city,
            rating: b.rating
        }
",4.751542091369629,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,False,full_address | latitude | longitude,False,Blocked by PrivacyFilter,True,,1.0,,False,privacy_blocked,RAG + Agent,False,0,"FOR b IN Businesses
FILTER b.state == ""Texas""
FILTER b.is_open == true
RETURN DISTINCT b.name, b.full_address, b.latitude, b.longitude, b.review_count, b.rating","FOR b IN Businesses
FILTER b.state == ""Texas""
FILTER b.is_open == true
RETURN DISTINCT b.name, b.full_address, b.latitude, b.longitude, b.review_count, b.rating"
Q041,Find all the reviews for all pet groomers with more than 100 reviews,advanced,multi_hop_graph,,,Mistral,mistral:latest,"FOR b IN Businesses
  FILTER b.review_count > 100

  RETURN DISTINCT {
    business_id: b._id,
    name: b.name,
    city: b.city,
    state: b.state,
    review_count: b.review_count,
    rating: b.rating
  }","
FOR b IN Businesses
    FILTER b.review_count > 100

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Pet Groomers""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            RETURN DISTINCT {
                review_id: r.rid,
                business_id: b.business_id,
                business_name: b.name,
                rating: r.rating,
                text: r.text,
                year: r.year
            }
",17.72752857208252,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,534.0,5928.0,False,semantic_result_mismatch,RAG + Agent,True,1,"FOR b IN Businesses
  FILTER b.review_count > 100

  FOR r IN 1..INBOUND b WritesReview
    FOR rev IN r
      FILTER rev.business_id == b._id
      RETURN DISTINCT rev

For each business with more than 100 reviews, it finds all the associated reviews. The query first selects businesses with more than 100 reviews (`b.review_count > 100`). Then for each such business (`b`), it retrieves all the reviews associated with it (`INBOUND b WritesReview`). The `r` variable represents each edge in the WritesReview collection linking the business (`b`) to a review (`rev`). The final `FILTER` ensures that the review belongs to the specific business (`rev.business_id == b._id`). The `DISTINCT` keyword ensures that only unique reviews are returned.","FOR b IN Businesses
  FILTER b.review_count > 100

  RETURN DISTINCT {
    business_id: b._id,
    name: b.name,
    city: b.city,
    state: b.state,
    review_count: b.review_count,
    rating: b.rating
  }"
Q042,Find all pet groomers which have more than 100 reviews,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.review_count > 100

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Pet Groomers""
        RETURN DISTINCT b._id","
FOR b IN Businesses
    FILTER b.review_count > 100

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Pet Groomers""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            city: b.city,
            state: b.state,
            review_count: b.review_count,
            rating: b.rating
        }
",3.5114338397979736,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,8.0,8.0,False,semantic_result_mismatch,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.review_count > 100

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Pet Groomers""
        RETURN DISTINCT b._id","FOR b IN Businesses
    FILTER b.review_count > 100

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Pet Groomers""
        RETURN DISTINCT b._id"
Q043,Find all Chinese restaurants in Dallas with at least 4 stars,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.city == ""Dallas""
LET categories = (
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        RETURN c.category_name
)
FILTER ""Chinese"" IN categories
FILTER b.rating >= 4
RETURN b

Here is the AQL query to find all Chinese restaurants in Dallas with at least 4 stars. The query filters businesses in Dallas, finds the category of the business, checks if the category is Chinese and if the rating is greater than or equal to 4. The result returns only the business document.","
FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.rating >= 4

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Chinese"" IN categories
    FILTER ""Restaurants"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating
    }
",6.101574182510376,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected identifier, expecting end of query string near 'Here is the AQL query to find al...' at position 11:1",True,,0.0,,False,execution_error,RAG + Agent,False,0,"FOR b IN Businesses
FILTER b.city == ""Dallas""
LET categories = (
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        RETURN c.category_name
)
FILTER ""Chinese"" IN categories
FILTER b.rating >= 4
RETURN b

Here is the AQL query to find all Chinese restaurants in Dallas with at least 4 stars. The query filters businesses in Dallas, finds the category of the business, checks if the category is Chinese and if the rating is greater than or equal to 4. The result returns only the business document.","FOR b IN Businesses
FILTER b.city == ""Dallas""
LET categories = (
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        RETURN c.category_name
)
FILTER ""Chinese"" IN categories
FILTER b.rating >= 4
RETURN b

Here is the AQL query to find all Chinese restaurants in Dallas with at least 4 stars. The query filters businesses in Dallas, finds the category of the business, checks if the category is Chinese and if the rating is greater than or equal to 4. The result returns only the business document."
Q044,Find all Mexican restaurants in Dallas with a rating above 3.5,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Mexican"" IN categories
    FILTER b.rating > 3.5
    RETURN b

For the sake of completeness, I will include the desired output format for the result, but it is not required since you asked for only the AQL query:

RETURN {
    business_id: b.business_id,
    name: b.name,
    rating: b.rating
}","
FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.rating > 3.5

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Mexican"" IN categories
    FILTER ""Restaurants"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating
    }
",6.983426094055176,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected FOR declaration, expecting end of query string near 'For the sake of completeness, I ...' at position 11:1",True,,0.0,,False,execution_error,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Mexican"" IN categories
    FILTER b.rating > 3.5
    RETURN b

For the sake of completeness, I will include the desired output format for the result, but it is not required since you asked for only the AQL query:

RETURN {
    business_id: b.business_id,
    name: b.name,
    rating: b.rating
}","FOR b IN Businesses
    FILTER b.city == ""Dallas""
    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )
    FILTER ""Mexican"" IN categories
    FILTER b.rating > 3.5
    RETURN b

For the sake of completeness, I will include the desired output format for the result, but it is not required since you asked for only the AQL query:

RETURN {
    business_id: b.business_id,
    name: b.name,
    rating: b.rating
}"
Q045,What are all the gyms in Los Angeles?,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Gyms""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name
        }","
FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Gyms""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }
",3.9320032596588135,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,0.0,0.0,True,correct,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Gyms""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name
        }","FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Gyms""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name
        }"
Q046,What is the number of dentists in Los Angeles?,medium,graph_count,,,Mistral,mistral:latest,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Dentists""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET dentists = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Dentists""

            RETURN DISTINCT b._id
)

RETURN LENGTH(dentists)
",3.3672032356262207,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,True,0,"LET dentists = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""
        FILTER b.category_name == ""Dentists""
        RETURN DISTINCT b._id
)

RETURN LENGTH(dentists)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Dentists""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q047,How many dentists in Los Angeles have a rating above 4?,medium,graph_count,,,Mistral,mistral:latest,"LET dentists = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Dentists""
            FOR r IN 1..1 OUTBOUND c Reviews
                FILTER r.rating > 4
                RETURN DISTINCT b._id
)

RETURN LENGTH(dentists)","
LET dentists = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""
        FILTER b.rating > 4

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Dentists""

            RETURN DISTINCT b._id
)

RETURN LENGTH(dentists)
",5.159214496612549,,True,,,True,,False,[HTTP 400][ERR 1218] collection type invalid for collection 'Reviews: expecting collection type 'edge',True,,1.0,,False,execution_error,RAG + Agent,False,0,"LET dentists = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Dentists""
            FOR r IN 1..1 OUTBOUND c Reviews
                FILTER r.rating > 4
                RETURN DISTINCT b._id
)

RETURN LENGTH(dentists)","LET dentists = (
    FOR b IN Businesses
        FILTER b.city == ""Los Angeles""
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Dentists""
            FOR r IN 1..1 OUTBOUND c Reviews
                FILTER r.rating > 4
                RETURN DISTINCT b._id
)

RETURN LENGTH(dentists)"
Q048,Find all bars in Dallas,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.city == ""Dallas""
LET categories = (
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        RETURN c.category_name
)
FILTER ""Bars"" IN categories
RETURN DISTINCT b._id","
FOR b IN Businesses
    FILTER b.city == ""Dallas""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Bars""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }
",18.391712188720703,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,0.0,0.0,True,correct,RAG + Agent,True,2,"FOR b IN Businesses
FILTER b.city == ""Dallas""
FILTER b.category_name == ""Bars""
RETURN DISTINCT b._id","FOR b IN Businesses
FILTER b.city == ""Dallas""
LET categories = (
    FOR c IN 1..1 OUTBOUND b BusinessCategory
        RETURN c.category_name
)
FILTER ""Bars"" IN categories
RETURN DISTINCT b._id"
Q049,Find all dance schools in Los Angeles,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Dance Schools""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name
        }","
FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Dance Schools""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating
        }
",3.9151241779327393,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,0.0,0.0,True,correct,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Dance Schools""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name
        }","FOR b IN Businesses
    FILTER b.city == ""Los Angeles""

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Dance Schools""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name
        }"
Q050,How many people reviewed the restaurant Texas de Brazil in Dallas Texas?,advanced,graph_count,,,Mistral,mistral:latest,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Dallas Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""People Reviewed The Restaurant Texas De Brazil""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET users = (
    FOR b IN Businesses
        FILTER b.name == ""Texas de Brazil""
        FILTER b.city == ""Dallas""
        FILTER b.state == ""Texas""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FOR u IN 1..1 INBOUND r WritesReview
                RETURN DISTINCT u._id
)

RETURN LENGTH(users)
",3.506559133529663,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,True,0,"FOR b IN Businesses
FILTER b.name == ""Texas de Brazil"" AND b.full_address CONTAINS ""Dallas Texas""
LET reviews = (FOR r IN Reviews FILTER r.business_id == b._id RETURN r)
RETURN COUNT(reviews)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Dallas Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""People Reviewed The Restaurant Texas De Brazil""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q051,How many people reviewed Bistro Di Napoli in 2015?,advanced,graph_count,,,Mistral,mistral:latest,"LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Bistro Di Napoli""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FILTER r.year == 2015
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)","
LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Bistro Di Napoli""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FILTER r.year == 2015
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)
",4.122270584106445,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,False,0,"LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Bistro Di Napoli""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FILTER r.year == 2015
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)","LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Bistro Di Napoli""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            FILTER r.year == 2015
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)"
Q052,Find all restaurants in Los Angeles with more than 100 reviews,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.city == ""Los Angeles""
FILTER EXISTS INBOUND b BusinessNeighborhood
LET neighborhood = (
  FOR n IN 1..1 INBOUND b BusinessNeighborhood
    RETURN n._to
)
LET categories = (
  FOR c IN 1..1 OUTBOUND neighborhood BusinessCategory
    RETURN c.category_name
)
FILTER ""Restaurants"" IN categories
FILTER b.review_count > 100
RETURN b","
FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.review_count > 100

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Restaurants""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating,
            review_count: b.review_count
        }
",10.406201124191284,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected inbound modifier near 'INBOUND b BusinessNeighborhood
L...' at position 3:15",True,,0.0,,False,execution_error,RAG + Agent,True,1,"FOR b IN Businesses
FILTER b.city == ""Los Angeles""
FILTER b.category_name == ""Restaurants""
FILTER b.review_count > 100
RETURN b","FOR b IN Businesses
FILTER b.city == ""Los Angeles""
FILTER EXISTS INBOUND b BusinessNeighborhood
LET neighborhood = (
  FOR n IN 1..1 INBOUND b BusinessNeighborhood
    RETURN n._to
)
LET categories = (
  FOR c IN 1..1 OUTBOUND neighborhood BusinessCategory
    RETURN c.category_name
)
FILTER ""Restaurants"" IN categories
FILTER b.review_count > 100
RETURN b"
Q053,How many restaurants are there in the Hazelwood district of Dallas?,advanced,multi_relation_graph_count,,,Mistral,mistral:latest,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""the Hazelwood district of Dallas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
LET restaurants = (
    FOR b IN Businesses
        FILTER b.city == ""Dallas""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Restaurants"" IN categories

        FOR n IN 1..1 OUTBOUND b BusinessNeighborhood
            FILTER n.neighborhood_name == ""Hazelwood""

            RETURN DISTINCT b._id
)

RETURN LENGTH(restaurants)
",6.934332847595215,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,True,0,"FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.state == ""Texas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Restaurants"" IN categories
    FILTER b.full_address.city == ""Dallas""
    FILTER b.full_address.state == ""Texas""
    FILTER b.full_address.city_district == ""Hazelwood""

    RETURN DISTINCT b._id

RETURN LENGTH(...)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""the Hazelwood district of Dallas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Restaurants""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q054,Find all hotels in Dallas with at least 50 reviews,medium,graph_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
FILTER b.city == ""Dallas""
FILTER EXISTS INBOUND b Reviews
FILTER COUNT(Reviews) >= 50
RETURN b","
FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.review_count >= 50

    FOR c IN 1..1 OUTBOUND b BusinessCategory
        FILTER c.category_name == ""Hotels""

        RETURN DISTINCT {
            business_id: b.business_id,
            name: b.name,
            rating: b.rating,
            review_count: b.review_count
        }
",19.707736492156982,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected inbound modifier near 'INBOUND b Reviews
FILTER COUNT(R...' at position 3:15",True,,0.0,,False,execution_error,RAG + Agent,True,2,"FOR b IN Businesses
FILTER b.city == ""Dallas"" AND b.category_name == ""Hotels"" AND b.review_count >= 50
RETURN b","FOR b IN Businesses
FILTER b.city == ""Dallas""
FILTER EXISTS INBOUND b Reviews
FILTER COUNT(Reviews) >= 50
RETURN b"
Q055,Find all users who reviewed restaurant Mesa Grill,advanced,multi_hop_graph,,,Mistral,mistral:latest,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
        FILTER b.business_id == ""Mesa Grill"" AND b.city == ""Dallas""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Restaurants"" IN categories

        RETURN DISTINCT {
            user_id: u.user_id,
            name: u.name
        }","
FOR b IN Businesses
    FILTER b.name == ""Mesa Grill""

    FOR r IN 1..1 INBOUND b ReviewsBusiness
        FOR u IN 1..1 INBOUND r WritesReview

            RETURN DISTINCT {
                user_id: u.user_id,
                name: u.name
            }
",7.313525199890137,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,True,,True,,True,,2323.0,0.0,False,semantic_result_mismatch,RAG + Agent,False,0,"FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
        FILTER b.business_id == ""Mesa Grill"" AND b.city == ""Dallas""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Restaurants"" IN categories

        RETURN DISTINCT {
            user_id: u.user_id,
            name: u.name
        }","FOR u IN Users
    FILTER u.name == ""Patrick""

    FOR r IN 1..1 OUTBOUND u WritesReview
        FOR b IN 1..1 OUTBOUND r ReviewsBusiness
        FILTER b.business_id == ""Mesa Grill"" AND b.city == ""Dallas""

        LET categories = (
            FOR c IN 1..1 OUTBOUND b BusinessCategory
                RETURN c.category_name
        )

        FILTER ""Restaurants"" IN categories

        RETURN DISTINCT {
            user_id: u.user_id,
            name: u.name
        }"
Q056,How many Starbucks are there in Dallas Texas?,simple,document_count,,,Mistral,mistral:latest,"LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Dallas Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Starbucks""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)","
RETURN LENGTH(
    FOR b IN Businesses
        FILTER b.name == ""Starbucks""
        FILTER b.city == ""Dallas""
        FILTER b.state == ""Texas""
        RETURN b._id
)
",2.815615653991699,,True,,,True,,True,,True,,1.0,1.0,True,correct,RAG + Agent,True,0,"FOR b IN Businesses
FILTER b.name == ""Starbucks""
FILTER b.city == ""Dallas""
FILTER b.state == ""Texas""
RETURN LENGTH(DISTINCT b._id)","LET matching_businesses = (
    FOR b IN Businesses
        FILTER b.city == ""Dallas Texas""

        FOR c IN 1..1 OUTBOUND b BusinessCategory
            FILTER c.category_name == ""Starbucks""

            RETURN DISTINCT b._id
)

RETURN LENGTH(matching_businesses)"
Q057,How many reviews does Acacia Cafe have?,advanced,graph_count,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.name == ""Acacia Cafe""

    LET reviewCount = (
        FOR r IN 1..1 OUTBOUND b ReviewsBusiness
            RETURN 1
    )

    RETURN LENGTH(reviewCount)","
LET reviews = (
    FOR b IN Businesses
        FILTER b.name == ""Acacia Cafe""

        FOR r IN 1..1 INBOUND b ReviewsBusiness
            RETURN DISTINCT r._id
)

RETURN LENGTH(reviews)
",3.471423387527466,,True,,,True,,True,,True,,1.0,1.0,False,semantic_result_mismatch,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.name == ""Acacia Cafe""

    LET reviewCount = (
        FOR r IN 1..1 OUTBOUND b ReviewsBusiness
            RETURN 1
    )

    RETURN LENGTH(reviewCount)","FOR b IN Businesses
    FILTER b.name == ""Acacia Cafe""

    LET reviewCount = (
        FOR r IN 1..1 OUTBOUND b ReviewsBusiness
            RETURN 1
    )

    RETURN LENGTH(reviewCount)"
Q058,Find all restaurants with valet service in Dallas Texas,advanced,category_filter,,,Mistral,mistral:latest,"LET valet_restaurants = (
    FOR b IN Businesses
        FILTER b.name CONTAINS ""Restaurant""
        FILTER b.city == ""Dallas""
        FILTER b.state == ""Texas""
        FOR c IN 1..1 OUTBOUND b BusinessCheckin
        FILTER c.count == ""Valet""
        RETURN DISTINCT b._id
)

RETURN LENGTH(valet_restaurants)","
FOR b IN Businesses
    FILTER b.city == ""Dallas""
    FILTER b.state == ""Texas""

    LET categories = (
        FOR c IN 1..1 OUTBOUND b BusinessCategory
            RETURN c.category_name
    )

    FILTER ""Restaurants"" IN categories
    FILTER ""Valet Services"" IN categories

    RETURN {
        business_id: b.business_id,
        name: b.name,
        rating: b.rating
    }
",29.590872287750244,,True,,,True,,False,"[HTTP 400][ERR 1501] syntax error, unexpected identifier near 'CONTAINS ""Restaurant""
        FI...' at position 3:23",True,,0.0,,False,execution_error,RAG + Agent,True,2,"FOR b IN Businesses
FILTER b.name CONTAINS ""Restaurant""
FILTER b.city == ""Dallas""
FILTER b.state == ""Texas""
FILTER EXISTS(
    FOR c IN 1..1 OUTBOUND b BusinessCheckin
    FILTER c.business_service == ""Valet""
)
RETURN DISTINCT b._id","LET valet_restaurants = (
    FOR b IN Businesses
        FILTER b.name CONTAINS ""Restaurant""
        FILTER b.city == ""Dallas""
        FILTER b.state == ""Texas""
        FOR c IN 1..1 OUTBOUND b BusinessCheckin
        FILTER c.count == ""Valet""
        RETURN DISTINCT b._id
)

RETURN LENGTH(valet_restaurants)"
Q059,List the addresses of all Walmarts in Los Angeles,simple,document_filter,,,Mistral,mistral:latest,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.name == ""Walmart""
    RETURN DISTINCT b.full_address","
FOR b IN Businesses
    FILTER b.name == ""Walmart""
    FILTER b.city == ""Los Angeles""

    RETURN DISTINCT b.full_address
",2.484712600708008,,True,,No LIMIT detected. A LIMIT is recommended for queries that may return many documents.,False,full_address,False,Blocked by PrivacyFilter,True,,0.0,,False,privacy_blocked,RAG + Agent,False,0,"FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.name == ""Walmart""
    RETURN DISTINCT b.full_address","FOR b IN Businesses
    FILTER b.city == ""Los Angeles""
    FILTER b.name == ""Walmart""
    RETURN DISTINCT b.full_address"
